"","X","company_name","year","status_label_1yr","status_label_2yr","status_label_3yr","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X17","X18","X1_1yr","X1_2yr","X1_3yr","X2_1yr","X2_2yr","X2_3yr","X3_1yr","X3_2yr","X3_3yr","X4_1yr","X4_2yr","X4_3yr","X5_1yr","X5_2yr","X5_3yr","X6_1yr","X6_2yr","X6_3yr","X7_1yr","X7_2yr","X7_3yr","X8_1yr","X8_2yr","X8_3yr","X9_1yr","X9_2yr","X9_3yr","X10_1yr","X10_2yr","X10_3yr","X11_1yr","X11_2yr","X11_3yr","X12_1yr","X12_2yr","X12_3yr","X13_1yr","X13_2yr","X13_3yr","X14_1yr","X14_2yr","X14_3yr","X15_1yr","X15_2yr","X15_3yr","X17_1yr","X17_2yr","X17_3yr","X18_1yr","X18_2yr","X18_3yr"
"5362",8183,"C_186",2011,"alive","failed","failed",189.635,8.921,0.392,-115.044,10.924,-102.027,4.737,159.4495,9.565,197.116,175.461,-115.436,0.644,30.065,-417.588,205.526,124.609,71.325,112.52,89.619,2.255,1.135,0.68,0.418,0.471,0.474,-55.566,-80.691,-84.237,3.14,0.585,1.892,-73.109,-90.853,-84.169,0.909,2.358,6.348,782.6853,910.9581,316.4467,4.028,2.96,3.181,77.618,119.008,98.222,0.038,0.098,0.164,-55.984,-81.162,-84.711,1.773,1.825,2.501,18.052,44.7,24.989,-315.575,-242.464,-151.59,28.351,54.809,34.798,59.594,83.651,87.418
"5363",8184,"C_186",2012,"failed","failed","failed",109.314,21.934,0.448,-118.65,4.325,-118.312,4.341,76.7372,18.023,119.206,223.087,-119.098,-3.911,31.616,-536.219,257.503,136.673,189.635,71.325,112.52,8.921,2.255,1.135,0.392,0.418,0.471,-115.044,-55.566,-80.691,10.924,3.14,0.585,-102.027,-73.109,-90.853,4.737,0.909,2.358,159.4495,782.6853,910.9581,9.565,4.028,2.96,197.116,77.618,119.008,175.461,0.038,0.098,-115.436,-55.984,-81.162,0.644,1.773,1.825,30.065,18.052,44.7,-417.588,-315.575,-242.464,205.526,28.351,54.809,124.609,59.594,83.651
"5364",8185,"C_1860",2002,"alive","alive","alive",18.408,3.139,0.779,-7.06,1.262,-15.699,1.778,28.4635,12.931,19.894,0,-7.839,9.792,4.892,-356.38,9.306,19.991,17.806,16.719,15.694,2.957,3.432,3.254,1.186,1.027,1.051,-12.874,-10.952,-3.418,1.889,0.883,0.685,-12.1,-27.298,0.729,2.724,3.466,2.15,237.6004,177.1734,182.9294,11.667,10.452,11.202,21.492,20.416,18.605,2.291,2.374,2.416,-14.06,-11.979,-4.469,8.71,7.02,7.948,5.926,8.228,5.64,-339.821,-328.581,-301.283,10.278,13.198,8.056,24.541,21.404,14.62
"5365",8186,"C_1860",2003,"alive","alive","alive",34.522,5.446,0.822,-5.813,1.887,-9.358,1.445,139.8842,13.842,43.695,2.454,-6.635,8.396,5.201,-365.738,7.655,19.655,18.408,17.806,16.719,3.139,2.957,3.432,0.779,1.186,1.027,-7.06,-12.874,-10.952,1.262,1.889,0.883,-15.699,-12.1,-27.298,1.778,2.724,3.466,28.4635,237.6004,177.1734,12.931,11.667,10.452,19.894,21.492,20.416,0,2.291,2.374,-7.839,-14.06,-11.979,9.792,8.71,7.02,4.892,5.926,8.228,-356.38,-339.821,-328.581,9.306,10.278,13.198,19.991,24.541,21.404
"5366",8187,"C_1860",2004,"alive","alive","alive",42.354,8.325,0.984,-17.163,3.623,-20.54,1.406,178.4333,14.619,50.413,0.047,-18.147,6.294,10.336,-386.278,10.383,31.782,34.522,18.408,17.806,5.446,3.139,2.957,0.822,0.779,1.186,-5.813,-7.06,-12.874,1.887,1.262,1.889,-9.358,-15.699,-12.1,1.445,1.778,2.724,139.8842,28.4635,237.6004,13.842,12.931,11.667,43.695,19.894,21.492,2.454,0,2.291,-6.635,-7.839,-14.06,8.396,9.792,8.71,5.201,4.892,5.926,-365.738,-356.38,-339.821,7.655,9.306,10.278,19.655,19.991,24.541
"5367",8188,"C_1860",2005,"alive","alive","alive",36.922,8.593,1.028,-24.606,3.582,-26.289,1.811,61.5788,15.946,44.79,0.046,-25.634,7.353,5.297,-412.539,7.212,40.552,42.354,34.522,18.408,8.325,5.446,3.139,0.984,0.822,0.779,-17.163,-5.813,-7.06,3.623,1.887,1.262,-20.54,-9.358,-15.699,1.406,1.445,1.778,178.4333,139.8842,28.4635,14.619,13.842,12.931,50.413,43.695,19.894,0.047,2.454,0,-18.147,-6.635,-7.839,6.294,8.396,9.792,10.336,5.201,4.892,-386.278,-365.738,-356.38,10.383,7.655,9.306,31.782,19.655,19.991
"5368",8189,"C_1860",2006,"alive","alive","alive",39.985,8.784,1.366,-28.944,2.631,-15.103,3.219,68.982,17.307,54.353,0.059,-30.31,8.523,10.168,-427.65,16.691,46.251,36.922,42.354,34.522,8.593,8.325,5.446,1.028,0.984,0.822,-24.606,-17.163,-5.813,3.582,3.623,1.887,-26.289,-20.54,-9.358,1.811,1.406,1.445,61.5788,178.4333,139.8842,15.946,14.619,13.842,44.79,50.413,43.695,0.046,0.047,2.454,-25.634,-18.147,-6.635,7.353,6.294,8.396,5.297,10.336,5.201,-412.539,-386.278,-365.738,7.212,10.383,7.655,40.552,31.782,19.655
"5369",8190,"C_1860",2007,"alive","alive","alive",17.487,11.33,1.723,-36.049,4.635,-25.692,2.751,18.8526,20.218,29.327,0.066,-37.772,8.888,8.577,-453.315,9.638,56.267,39.985,36.922,42.354,8.784,8.593,8.325,1.366,1.028,0.984,-28.944,-24.606,-17.163,2.631,3.582,3.623,-15.103,-26.289,-20.54,3.219,1.811,1.406,68.982,61.5788,178.4333,17.307,15.946,14.619,54.353,44.79,50.413,0.059,0.046,0.047,-30.31,-25.634,-18.147,8.523,7.353,6.294,10.168,5.297,10.336,-427.65,-412.539,-386.278,16.691,7.212,10.383,46.251,40.552,31.782
"5370",8191,"C_1861",2002,"alive","alive","alive",134.276,151.966,4.072,23.972,111.962,19.235,6.178,215.2674,236.279,152.143,0,19.9,84.313,99.536,5.494,99.742,212.307,88.439,100.21,102.489,99.318,101.794,67.251,4.514,3.445,2.859,10.25,4.808,-0.3,68.782,68.374,76.454,1.334,-7.778,-10.398,8.155,9.135,8.107,47.367,60.75,40.128,157.018,151.597,104.898,108.32,121.581,119.71,0,0,43,5.736,1.363,-3.159,57.7,49.803,37.647,77.827,82.994,53.091,-14.006,-13.054,-4.812,78.491,87.575,99.261,146.768,146.789,105.198
"5371",8192,"C_1861",2003,"alive","alive","alive",154.741,179.891,4.14,32.691,119.233,15.71,6.268,257.8761,281.837,185.7,70,28.551,101.946,39.878,21.196,112.053,249.146,134.276,88.439,100.21,151.966,99.318,101.794,4.072,4.514,3.445,23.972,10.25,4.808,111.962,68.782,68.374,19.235,1.334,-7.778,6.178,8.155,9.135,215.2674,47.367,60.75,236.279,157.018,151.597,152.143,108.32,121.581,0,0,0,19.9,5.736,1.363,84.313,57.7,49.803,99.536,77.827,82.994,5.494,-14.006,-13.054,99.742,78.491,87.575,212.307,146.768,146.789
"5372",8193,"C_1861",2004,"alive","alive","alive",178.457,254.21,4.157,29.209,143.947,13.217,8.836,180.313,351.614,200.671,70,25.052,97.404,35.951,34.607,108.303,322.405,154.741,134.276,88.439,179.891,151.966,99.318,4.14,4.072,4.514,32.691,23.972,10.25,119.233,111.962,68.782,15.71,19.235,1.334,6.268,6.178,8.155,257.8761,215.2674,47.367,281.837,236.279,157.018,185.7,152.143,108.32,70,0,0,28.551,19.9,5.736,101.946,84.313,57.7,39.878,99.536,77.827,21.196,5.494,-14.006,112.053,99.742,78.491,249.146,212.307,146.768
"5373",8194,"C_1861",2005,"alive","alive","alive",172.371,208.672,4.212,8.639,121.026,-0.621,9.906,168.5952,289.935,190.887,70,4.427,81.263,25.335,34.14,96.699,281.296,178.457,154.741,134.276,254.21,179.891,151.966,4.157,4.14,4.072,29.209,32.691,23.972,143.947,119.233,111.962,13.217,15.71,19.235,8.836,6.268,6.178,180.313,257.8761,215.2674,351.614,281.837,236.279,200.671,185.7,152.143,70,70,0,25.052,28.551,19.9,97.404,101.946,84.313,35.951,39.878,99.536,34.607,21.196,5.494,108.303,112.053,99.742,322.405,249.146,212.307
"5374",8195,"C_1861",2006,"alive","alive","alive",182.446,167.267,4.357,18.131,76.366,-15.155,8.226,184.8214,255.121,206.579,70,13.774,87.854,36.489,20.271,121.842,236.99,172.371,178.457,154.741,208.672,254.21,179.891,4.212,4.157,4.14,8.639,29.209,32.691,121.026,143.947,119.233,-0.621,13.217,15.71,9.906,8.836,6.268,168.5952,180.313,257.8761,289.935,351.614,281.837,190.887,200.671,185.7,70,70,70,4.427,25.052,28.551,81.263,97.404,101.946,25.335,35.951,39.878,34.14,34.607,21.196,96.699,108.303,112.053,281.296,322.405,249.146
"5375",8196,"C_1861",2007,"alive","alive","alive",155.223,160.594,4.971,1.588,94.88,6.965,13.137,133.4495,226.819,176.544,0,-3.383,66.225,80.579,27.672,83.702,225.231,182.446,172.371,178.457,167.267,208.672,254.21,4.357,4.212,4.157,18.131,8.639,29.209,76.366,121.026,143.947,-15.155,-0.621,13.217,8.226,9.906,8.836,184.8214,168.5952,180.313,255.121,289.935,351.614,206.579,190.887,200.671,70,70,70,13.774,4.427,25.052,87.854,81.263,97.404,36.489,25.335,35.951,20.271,34.14,34.607,121.842,96.699,108.303,236.99,281.296,322.405
"5376",8197,"C_1861",2008,"alive","alive","alive",103.858,170.704,5.437,13.771,75.663,4.809,7.397,69.9352,246.184,123.816,0,8.334,75.48,24.497,31.885,24.497,232.413,155.223,182.446,172.371,160.594,167.267,208.672,4.971,4.357,4.212,1.588,18.131,8.639,94.88,76.366,121.026,6.965,-15.155,-0.621,13.137,8.226,9.906,133.4495,184.8214,168.5952,226.819,255.121,289.935,176.544,206.579,190.887,0,70,70,-3.383,13.774,4.427,66.225,87.854,81.263,80.579,36.489,25.335,27.672,20.271,34.14,83.702,121.842,96.699,225.231,236.99,281.296
"5377",8198,"C_1861",2009,"alive","alive","alive",85.613,38.156,5.306,14.944,57.299,5.327,8.924,109.6267,108.552,102.84,0,9.638,70.396,17.889,19.986,17.889,93.608,103.858,155.223,182.446,170.704,160.594,167.267,5.437,4.971,4.357,13.771,1.588,18.131,75.663,94.88,76.366,4.809,6.965,-15.155,7.397,13.137,8.226,69.9352,133.4495,184.8214,246.184,226.819,255.121,123.816,176.544,206.579,0,0,70,8.334,-3.383,13.774,75.48,66.225,87.854,24.497,80.579,36.489,31.885,27.672,20.271,24.497,83.702,121.842,232.413,225.231,236.99
"5378",8199,"C_1863",2002,"alive","alive","alive",43.785,147.178,1.413,6.052,0,3.075,24.569,46.1303,180.823,93.966,0.147,4.639,33.645,27.809,1.171,29.227,174.771,42.26,28.298,17.883,621.63,426.987,228.294,1.424,1.333,1.124,4.833,3.751,4.355,0,0,0,1.424,0.951,1.776,25.149,21.117,13.557,99.7209,27.3144,30.4806,649.727,447.743,244.83,91.096,49.514,36.382,0.193,6.222,4.502,3.409,2.418,3.231,28.097,20.756,16.536,29.621,25.233,14.915,-1.686,-3.11,-4.061,29.814,31.455,19.417,644.894,443.992,240.475
"5379",8200,"C_1863",2003,"alive","alive","alive",15.611,50.615,0.329,-2.576,0,-28.885,4.926,35.0422,62.805,60.617,0.094,-2.905,12.19,7.305,-27.845,25.507,65.381,43.785,42.26,28.298,147.178,621.63,426.987,1.413,1.424,1.333,6.052,4.833,3.751,0,0,0,3.075,1.424,0.951,24.569,25.149,21.117,46.1303,99.7209,27.3144,180.823,649.727,447.743,93.966,91.096,49.514,0.147,0.193,6.222,4.639,3.409,2.418,33.645,28.097,20.756,27.809,29.621,25.233,1.171,-1.686,-3.11,29.227,29.814,31.455,174.771,644.894,443.992
"5380",8201,"C_1863",2004,"alive","alive","alive",10.23,28.545,0.409,-2.628,0,-4.079,3.013,36.1422,37.288,37.429,0.024,-3.037,8.743,4.609,-31.962,6.436,39.916,15.611,43.785,42.26,50.615,147.178,621.63,0.329,1.413,1.424,-2.576,6.052,4.833,0,0,0,-28.885,3.075,1.424,4.926,24.569,25.149,35.0422,46.1303,99.7209,62.805,180.823,649.727,60.617,93.966,91.096,0.094,0.147,0.193,-2.905,4.639,3.409,12.19,33.645,28.097,7.305,27.809,29.621,-27.845,1.171,-1.686,25.507,29.227,29.814,65.381,174.771,644.894
"5381",8202,"C_1863",2005,"alive","alive","alive",14.024,43.652,0.561,-1.478,0,-2.489,9.986,26.6036,55.804,50.054,1.72,-2.039,12.152,13.022,-34.298,15.742,57.282,10.23,15.611,43.785,28.545,50.615,147.178,0.409,0.329,1.413,-2.628,-2.576,6.052,0,0,0,-4.079,-28.885,3.075,3.013,4.926,24.569,36.1422,35.0422,46.1303,37.288,62.805,180.823,37.429,60.617,93.966,0.024,0.094,0.147,-3.037,-2.905,4.639,8.743,12.19,33.645,4.609,7.305,27.809,-31.962,-27.845,1.171,6.436,25.507,29.227,39.916,65.381,174.771
"5382",8203,"C_1863",2006,"alive","alive","alive",12.886,62.457,0.381,-1.526,0,-13.247,9.186,24.6739,74.968,30.776,0.247,-1.907,12.511,8.483,-47.475,9.572,76.494,14.024,10.23,15.611,43.652,28.545,50.615,0.561,0.409,0.329,-1.478,-2.628,-2.576,0,0,0,-2.489,-4.079,-28.885,9.986,3.013,4.926,26.6036,36.1422,35.0422,55.804,37.288,62.805,50.054,37.429,60.617,1.72,0.024,0.094,-2.039,-3.037,-2.905,12.152,8.743,12.19,13.022,4.609,7.305,-34.298,-31.962,-27.845,15.742,6.436,25.507,57.282,39.916,65.381
"5383",8204,"C_1863",2007,"alive","alive","alive",10.471,55.852,0.349,-1.684,0,-4.693,8.581,15.9085,66.882,26.168,0.183,-2.033,11.03,9.17,-52.113,9.574,68.566,12.886,14.024,10.23,62.457,43.652,28.545,0.381,0.561,0.409,-1.526,-1.478,-2.628,0,0,0,-13.247,-2.489,-4.079,9.186,9.986,3.013,24.6739,26.6036,36.1422,74.968,55.804,37.288,30.776,50.054,37.429,0.247,1.72,0.024,-1.907,-2.039,-3.037,12.511,12.152,8.743,8.483,13.022,4.609,-47.475,-34.298,-31.962,9.572,15.742,6.436,76.494,57.282,39.916
"5384",8205,"C_1863",2008,"alive","alive","alive",19.274,61.224,0.311,1.032,0,1.146,13.281,11.9622,73.285,34.994,0.128,0.721,12.061,16.876,-50.939,17.108,72.253,10.471,12.886,14.024,55.852,62.457,43.652,0.349,0.381,0.561,-1.684,-1.526,-1.478,0,0,0,-4.693,-13.247,-2.489,8.581,9.186,9.986,15.9085,24.6739,26.6036,66.882,74.968,55.804,26.168,30.776,50.054,0.183,0.247,1.72,-2.033,-1.907,-2.039,11.03,12.511,12.152,9.17,8.483,13.022,-52.113,-47.475,-34.298,9.574,9.572,15.742,68.566,76.494,57.282
"5385",8206,"C_1863",2009,"alive","alive","alive",16.611,39.019,0.111,0.697,0,-4.355,11.514,7.3475,46.021,29.657,0.027,0.586,7.002,15.737,-55.289,15.841,45.324,19.274,10.471,12.886,61.224,55.852,62.457,0.311,0.349,0.381,1.032,-1.684,-1.526,0,0,0,1.146,-4.693,-13.247,13.281,8.581,9.186,11.9622,15.9085,24.6739,73.285,66.882,74.968,34.994,26.168,30.776,0.128,0.183,0.247,0.721,-2.033,-1.907,12.061,11.03,12.511,16.876,9.17,8.483,-50.939,-52.113,-47.475,17.108,9.574,9.572,72.253,68.566,76.494
"5386",8207,"C_1863",2010,"alive","alive","alive",13.367,36.067,0.118,-2.568,0,-5.807,11.472,2.6536,40.874,25.239,0.008,-2.686,4.807,16.838,-61.096,16.851,43.442,16.611,19.274,10.471,39.019,61.224,55.852,0.111,0.311,0.349,0.697,1.032,-1.684,0,0,0,-4.355,1.146,-4.693,11.514,13.281,8.581,7.3475,11.9622,15.9085,46.021,73.285,66.882,29.657,34.994,26.168,0.027,0.128,0.183,0.586,0.721,-2.033,7.002,12.061,11.03,15.737,16.876,9.17,-55.289,-50.939,-52.113,15.841,17.108,9.574,45.324,72.253,68.566
"5387",8208,"C_1863",2011,"alive","alive","alive",12.572,36.025,0.113,-1.527,0,-4.32,11.189,9.8142,41.923,21.917,0.046,-1.64,5.898,16.129,-65.416,16.363,43.45,13.367,16.611,19.274,36.067,39.019,61.224,0.118,0.111,0.311,-2.568,0.697,1.032,0,0,0,-5.807,-4.355,1.146,11.472,11.514,13.281,2.6536,7.3475,11.9622,40.874,46.021,73.285,25.239,29.657,34.994,0.008,0.027,0.128,-2.686,0.586,0.721,4.807,7.002,12.061,16.838,15.737,16.876,-61.096,-55.289,-50.939,16.851,15.841,17.108,43.442,45.324,72.253
"5388",8209,"C_1863",2012,"alive","alive","alive",16.766,43.596,0.12,-1.764,0,-2.026,13.071,9.83,49.193,26.422,0.202,-1.884,5.597,18.267,-67.442,18.672,50.957,12.572,13.367,16.611,36.025,36.067,39.019,0.113,0.118,0.111,-1.527,-2.568,0.697,0,0,0,-4.32,-5.807,-4.355,11.189,11.472,11.514,9.8142,2.6536,7.3475,41.923,40.874,46.021,21.917,25.239,29.657,0.046,0.008,0.027,-1.64,-2.686,0.586,5.898,4.807,7.002,16.129,16.838,15.737,-65.416,-61.096,-55.289,16.363,16.851,15.841,43.45,43.442,45.324
"5389",8210,"C_1863",2013,"alive","alive","alive",15.95,46.007,0.121,0.369,0,-0.159,11.943,11.927,53.506,25.758,0,0.248,7.499,17.954,-67.601,17.974,53.137,16.766,12.572,13.367,43.596,36.025,36.067,0.12,0.113,0.118,-1.764,-1.527,-2.568,0,0,0,-2.026,-4.32,-5.807,13.071,11.189,11.472,9.83,9.8142,2.6536,49.193,41.923,40.874,26.422,21.917,25.239,0.202,0.046,0.008,-1.884,-1.64,-2.686,5.597,5.898,4.807,18.267,16.129,16.838,-67.442,-65.416,-61.096,18.672,16.363,16.851,50.957,43.45,43.442
"5390",8220,"C_1867",2002,"alive","alive","alive",695.786,1748.487,91.9,514.114,59.412,246.436,454.427,4823.8247,2262.601,2364.317,650.159,422.214,514.114,273.743,1271.583,984.556,1748.487,565.231,486.963,425.472,1431.234,1212.708,1048.969,90.646,63.7,51.7,448.567,365.059,306.738,50.113,39.207,32.038,194.978,167.667,149.845,380.136,372.653,338.905,5095.2306,5054.4613,1905.7638,1879.801,1577.767,1355.707,1941.577,1772.065,1517.3,428.99,520.151,401.522,357.921,301.359,255.038,448.567,365.059,306.738,188.087,169.782,175.221,1025.147,830.169,662.502,687.928,741.999,626.777,1431.234,1212.708,1048.969
"5391",8221,"C_1867",2003,"alive","alive","alive",1093.336,1972.653,105,587.923,65.342,283.424,527.254,5238.8711,2560.576,2979.487,924.713,482.923,587.923,272.963,1535.322,1305.062,1972.653,695.786,565.231,486.963,1748.487,1431.234,1212.708,91.9,90.646,63.7,514.114,448.567,365.059,59.412,50.113,39.207,246.436,194.978,167.667,454.427,380.136,372.653,4823.8247,5095.2306,5054.4613,2262.601,1879.801,1577.767,2364.317,1941.577,1772.065,650.159,428.99,520.151,422.214,357.921,301.359,514.114,448.567,365.059,273.743,188.087,169.782,1271.583,1025.147,830.169,984.556,687.928,741.999,1748.487,1431.234,1212.708
"5392",8222,"C_1867",2004,"alive","alive","alive",941.594,2522.59,134.915,683.295,78.927,325.099,626.149,4974.3168,3205.885,3507.288,925.518,548.38,683.295,320.131,1830.736,1486.212,2522.59,1093.336,695.786,565.231,1972.653,1748.487,1431.234,105,91.9,90.646,587.923,514.114,448.567,65.342,59.412,50.113,283.424,246.436,194.978,527.254,454.427,380.136,5238.8711,4823.8247,5095.2306,2560.576,2262.601,1879.801,2979.487,2364.317,1941.577,924.713,650.159,428.99,482.923,422.214,357.921,587.923,514.114,448.567,272.963,273.743,188.087,1535.322,1271.583,1025.147,1305.062,984.556,687.928,1972.653,1748.487,1431.234
"5393",8223,"C_1867",2005,"alive","alive","alive",988.155,2824.982,147.2,718.851,91.865,353.077,681.44,5745.104,3543.833,3988.171,366.649,571.651,718.851,1068.857,2140.521,1652.884,2824.982,941.594,1093.336,695.786,2522.59,1972.653,1748.487,134.915,105,91.9,683.295,587.923,514.114,78.927,65.342,59.412,325.099,283.424,246.436,626.149,527.254,454.427,4974.3168,5238.8711,4823.8247,3205.885,2560.576,2262.601,3507.288,2979.487,2364.317,925.518,924.713,650.159,548.38,482.923,422.214,683.295,587.923,514.114,320.131,272.963,273.743,1830.736,1535.322,1271.583,1486.212,1305.062,984.556,2522.59,1972.653,1748.487
"5394",8224,"C_1867",2006,"alive","alive","alive",1012.004,3547.53,182.5,504.069,107.627,182.749,633.555,5081.3248,4051.599,4490.952,1297.047,321.569,504.069,472.021,2330.41,2028.74,3547.53,988.155,941.594,1093.336,2824.982,2522.59,1972.653,147.2,134.915,105,718.851,683.295,587.923,91.865,78.927,65.342,353.077,325.099,283.424,681.44,626.149,527.254,5745.104,4974.3168,5238.8711,3543.833,3205.885,2560.576,3988.171,3507.288,2979.487,366.649,925.518,924.713,571.651,548.38,482.923,718.851,683.295,587.923,1068.857,320.131,272.963,2140.521,1830.736,1535.322,1652.884,1486.212,1305.062,2824.982,2522.59,1972.653
"5395",8225,"C_1867",2007,"alive","alive","alive",1066.107,3777.657,206.4,614.429,113.66,119.879,627.879,1452.3387,4392.086,4643.919,3566.355,408.029,614.429,597.646,13.846,4542.668,3777.657,1012.004,988.155,941.594,3547.53,2824.982,2522.59,182.5,147.2,134.915,504.069,718.851,683.295,107.627,91.865,78.927,182.749,353.077,325.099,633.555,681.44,626.149,5081.3248,5745.104,4974.3168,4051.599,3543.833,3205.885,4490.952,3988.171,3507.288,1297.047,366.649,925.518,321.569,571.651,548.38,504.069,718.851,683.295,472.021,1068.857,320.131,2330.41,2140.521,1830.736,2028.74,1652.884,1486.212,3547.53,2824.982,2522.59
"5396",8226,"C_1867",2008,"alive","alive","alive",1051.081,3838.211,217.2,613.4,117.632,167.225,631.744,437.1556,4451.611,4555.529,3186.893,396.2,613.4,490.271,69.017,4245.674,3838.211,1066.107,1012.004,988.155,3777.657,3547.53,2824.982,206.4,182.5,147.2,614.429,504.069,718.851,113.66,107.627,91.865,119.879,182.749,353.077,627.879,633.555,681.44,1452.3387,5081.3248,5745.104,4392.086,4051.599,3543.833,4643.919,4490.952,3988.171,3566.355,1297.047,366.649,408.029,321.569,571.651,614.429,504.069,718.851,597.646,472.021,1068.857,13.846,2330.41,2140.521,4542.668,2028.74,1652.884,3777.657,3547.53,2824.982
"5397",8227,"C_1867",2009,"alive","alive","alive",1072.922,3970.154,208.7,646.989,117.418,138.182,656.171,1806.7186,4617.143,4604.099,3004.672,438.289,646.989,525.897,256.159,4060.006,3970.154,1051.081,1066.107,1012.004,3838.211,3777.657,3547.53,217.2,206.4,182.5,613.4,614.429,504.069,117.632,113.66,107.627,167.225,119.879,182.749,631.744,627.879,633.555,437.1556,1452.3387,5081.3248,4451.611,4392.086,4051.599,4555.529,4643.919,4490.952,3186.893,3566.355,1297.047,396.2,408.029,321.569,613.4,614.429,504.069,490.271,597.646,472.021,69.017,13.846,2330.41,4245.674,4542.668,2028.74,3838.211,3777.657,3547.53
"5398",8228,"C_1867",2010,"alive","alive","alive",1193.072,4415.05,209.8,699.947,137.925,150.069,759.131,2393.3952,5114.997,4910.085,2983.719,490.147,699.947,555.63,395.346,4175.112,4415.05,1072.922,1051.081,1066.107,3970.154,3838.211,3777.657,208.7,217.2,206.4,646.989,613.4,614.429,117.418,117.632,113.66,138.182,167.225,119.879,656.171,631.744,627.879,1806.7186,437.1556,1452.3387,4617.143,4451.611,4392.086,4604.099,4555.529,4643.919,3004.672,3186.893,3566.355,438.289,396.2,408.029,646.989,613.4,614.429,525.897,490.271,597.646,256.159,69.017,13.846,4060.006,4245.674,4542.668,3970.154,3838.211,3777.657
"5399",8229,"C_1867",2011,"alive","alive","alive",1410.138,4834.051,221.3,801.6,156.529,178.71,903.517,1873.1297,5804.451,6004.189,3489.489,580.3,970.4,803.824,609.74,5018.43,5002.851,1193.072,1072.922,1051.081,4415.05,3970.154,3838.211,209.8,208.7,217.2,699.947,646.989,613.4,137.925,117.418,117.632,150.069,138.182,167.225,759.131,656.171,631.744,2393.3952,1806.7186,437.1556,5114.997,4617.143,4451.611,4910.085,4604.099,4555.529,2983.719,3004.672,3186.893,490.147,438.289,396.2,699.947,646.989,613.4,555.63,525.897,490.271,395.346,256.159,69.017,4175.112,4060.006,4245.674,4415.05,3970.154,3838.211
"5400",8230,"C_1867",2012,"alive","alive","alive",1452.294,4789.993,254.2,839.612,159.599,149.947,957.918,2389.5921,5865.505,6386.354,3440.353,585.412,1075.512,976.407,801.998,5178.883,5025.893,1410.138,1193.072,1072.922,4834.051,4415.05,3970.154,221.3,209.8,208.7,801.6,699.947,646.989,156.529,137.925,117.418,178.71,150.069,138.182,903.517,759.131,656.171,1873.1297,2393.3952,1806.7186,5804.451,5114.997,4617.143,6004.189,4910.085,4604.099,3489.489,2983.719,3004.672,580.3,490.147,438.289,970.4,699.947,646.989,803.824,555.63,525.897,609.74,395.346,256.159,5018.43,4175.112,4060.006,5002.851,4415.05,3970.154
"5401",8231,"C_187",2002,"alive","alive","alive",1216.024,114.559,45.6,342.237,95.378,199.148,171.067,6012.5253,1148.364,2006.988,37.41,296.637,1033.805,326.333,854.755,411.567,806.127,1097.727,928.271,910.226,99.61,97.398,85.105,36.9,27.8,25.9,397.098,356.156,342.151,51.919,39.529,40.031,272.683,333.577,220.45,177.582,143.178,137.363,8514.8692,8878.6189,12676.2675,1043.36,926.452,794.435,1721.046,1431.856,1277.973,42.297,47.185,52.073,360.198,328.356,316.251,943.75,829.054,709.33,294.942,221.021,190.27,715.362,566.289,397.634,372.214,325.454,298.443,646.262,570.296,452.284
